record_type,perm_id,n_boot,seed,runtime_sec,converged,FP_between,slope_1985_1991,slope_1992_2001,slope_2002_2007,slope_2008_2015
metadata,NA,1000,42,414.01300000000003,NA,NA,NA,NA,NA,NA
permutation,155,NA,NA,NA,TRUE,0.01481109136184622,0.01481109136184622,0.01022182225464606,3.0267933427583806e-4,0.01383165738176611
permutation,156,NA,NA,NA,TRUE,-0.01112292650422274,-0.01112292650422274,-0.0018713989667148434,0.020121154808792945,0.009509846151340531
permutation,157,NA,NA,NA,TRUE,-0.013165642845059798,-0.013165642845059798,0.001749092257289411,0.003972120441227613,0.018637279025204304
permutation,158,NA,NA,NA,TRUE,-0.013432680950352157,-0.013432680950352157,-0.013450626376382436,-0.005326316302058548,-0.014260219863545224
permutation,159,NA,NA,NA,TRUE,0.004649656438133199,0.004649656438133199,2.054118414757224e-4,0.016191508658227726,0.017954219705298275
permutation,160,NA,NA,NA,TRUE,-0.010148863691582933,-0.010148863691582933,0.0070070678013437835,0.01692063763242871,0.009419041395399943
permutation,161,NA,NA,NA,TRUE,-0.007950872158021975,-0.007950872158021975,-0.018524202330310865,0.00972513376604817,9.509399852343572e-4
permutation,162,NA,NA,NA,TRUE,-0.012956238250693464,-0.012956238250693464,-0.011735165105882916,0.025785350492532774,0.0052974264268920365
permutation,163,NA,NA,NA,TRUE,-0.005150383675862019,-0.005150383675862019,-0.002478897531745635,0.00252572880514517,0.01527303263332897
permutation,164,NA,NA,NA,TRUE,0.0010887293071334195,0.0010887293071334195,4.608630567477472e-4,0.010920477568376998,-7.83607697520586e-4
permutation,165,NA,NA,NA,TRUE,0.0014283317021462577,0.0014283317021462577,0.008351027209758125,0.021910937433263594,0.018016160532674644
permutation,166,NA,NA,NA,TRUE,0.005639992546819453,0.005639992546819453,0.02292134777424789,0.014343768568300979,0.018779790965838126
permutation,167,NA,NA,NA,TRUE,0.01360052206488457,0.01360052206488457,-0.005554224618187057,-0.02466208023135415,-0.025676651442285547
permutation,168,NA,NA,NA,TRUE,0.014751558354116866,0.014751558354116866,0.023491669813491167,0.004307868775531723,0.017325992781404648
permutation,169,NA,NA,NA,TRUE,-0.019577459995671887,-0.019577459995671887,-0.00802383506706519,-0.009798062257579905,-0.019943325643661473
permutation,170,NA,NA,NA,TRUE,-0.00784108348745879,-0.00784108348745879,-4.764974041079834e-4,-0.018061639298110735,-0.008292287974827702
permutation,171,NA,NA,NA,TRUE,0.005789522498363884,0.005789522498363884,-0.008037725336945262,0.0018653143668934313,-0.0021675993099348817
permutation,172,NA,NA,NA,TRUE,0.006041529729757431,0.006041529729757431,-0.02902716366884331,-0.02845154629767333,-0.027763793626126312
permutation,173,NA,NA,NA,TRUE,-0.002377845485889088,-0.002377845485889088,0.0027031284472262304,0.006744807790270988,0.0038652568270412034
permutation,174,NA,NA,NA,TRUE,-0.011405386548605456,-0.011405386548605456,0.004565197043766046,0.008353269483564227,-0.016830079784644524
permutation,175,NA,NA,NA,TRUE,0.00845689684580037,0.00845689684580037,0.015893329393167052,0.03791292294745886,0.015088723229782827
permutation,176,NA,NA,NA,TRUE,-0.016322927075704156,-0.016322927075704156,-0.02726184457733155,-0.047724941581301555,-0.03929034885686726
permutation,177,NA,NA,NA,TRUE,-0.011131023284369006,-0.011131023284369006,-0.023890982462874792,-0.016492914020870726,-0.026279371980599403
permutation,178,NA,NA,NA,TRUE,-0.011873289376934396,-0.011873289376934396,-0.00456039192015781,-0.0033403723266145074,-0.0033221412986367375
permutation,179,NA,NA,NA,TRUE,-0.01113598699505813,-0.01113598699505813,0.010128267184870646,-0.0049269585031954674,3.599673136068897e-4
permutation,180,NA,NA,NA,TRUE,0.009935433420860769,0.009935433420860769,0.005469488264390197,0.022643994222889145,0.014606676372772982
permutation,181,NA,NA,NA,TRUE,-0.024004766997961467,-0.024004766997961467,-0.0060500548316124655,-0.03590835346485797,-0.015879428674727906
permutation,182,NA,NA,NA,TRUE,0.005999709478049276,0.005999709478049276,-0.004014852054362958,0.004642011508408192,-0.023274204498098198
permutation,183,NA,NA,NA,TRUE,-0.027497585237144954,-0.027497585237144954,-0.013385551196972238,0.008798000197073712,0.010488131276370459
permutation,184,NA,NA,NA,TRUE,-0.0031355089978644998,-0.0031355089978644998,-0.007985380485996452,-0.026531069461584844,-0.020946822284112265
permutation,185,NA,NA,NA,TRUE,0.011276170100772155,0.011276170100772155,-0.011171321938052347,-0.0225902476388498,-0.018722166142296028
permutation,186,NA,NA,NA,TRUE,0.01019424199526066,0.01019424199526066,0.02963511163750407,0.025702124472046964,0.018224446870465223
permutation,187,NA,NA,NA,TRUE,0.01615731305651146,0.01615731305651146,0.018760478376252,-0.01616687057384779,0.003849100035870502
permutation,188,NA,NA,NA,TRUE,0.013734236016251572,0.013734236016251572,0.012273668175638344,-0.01710703109543691,0.018550421580578784
permutation,189,NA,NA,NA,TRUE,-0.007671297978933904,-0.007671297978933904,0.004457778333610459,0.02575742501855396,0.01759347263710524
permutation,190,NA,NA,NA,TRUE,-0.009641750309493333,-0.009641750309493333,-9.657992859987696e-5,0.016395222850073846,0.008484157190335921
permutation,191,NA,NA,NA,TRUE,0.018411559968063325,0.018411559968063325,0.004891762535641124,0.0022725523270319785,-0.01092068952361281
permutation,192,NA,NA,NA,TRUE,-0.022650353877460325,-0.022650353877460325,-0.005581730071676904,0.013658745909214481,0.0055399527272017475
permutation,193,NA,NA,NA,TRUE,-0.01397483886476262,-0.01397483886476262,-0.001901085345776675,0.00318277526290499,-0.01103092203327722
